feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1584036	1585709	-						2933092	PPA_RS07420	1674		old_locus_tag=PPA1467
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1584036	1585709	-	WP_002519313.1	WP_002519313.1		RNase J family beta-CASP ribonuclease		2933092	PPA_RS07420	1674	557	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1586166	1587905	-						2930890	PPA_RS07425	1740		old_locus_tag=PPA1468
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1586166	1587905	-	WP_002516994.1	WP_002516994.1		pyruvate oxidase		2930890	PPA_RS07425	1740	579	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1588013	1588828	-						2931457	PPA_RS07430	816		old_locus_tag=PPA1469
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1588013	1588828	-	WP_002524771.1	WP_002524771.1		DUF2993 domain-containing protein		2931457	PPA_RS07430	816	271	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1588845	1589585	-						2931618	PPA_RS07435	741		old_locus_tag=PPA1470
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1588845	1589585	-	WP_002516882.1	WP_002516882.1		4-hydroxy-tetrahydrodipicolinate reductase		2931618	PPA_RS07435	741	246	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1589752	1591953	-						2931616	PPA_RS07440	2202		old_locus_tag=PPA1471
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1589752	1591953	-	WP_002516891.1	WP_002516891.1		polyribonucleotide nucleotidyltransferase		2931616	PPA_RS07440	2202	733	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1592086	1592268	+						30769396	PPA_RS12775	183		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1592086	1592268	+	WP_073885326.1	WP_073885326.1		NAD(P)H oxidoreductase		30769396	PPA_RS12775	183	60	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1592274	1592537	-						2933062	PPA_RS07445	264		old_locus_tag=PPA1472
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1592274	1592537	-	WP_002514283.1	WP_002514283.1		30S ribosomal protein S15		2933062	PPA_RS07445	264	87	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1592777	1593673	-						23324689	PPA_RS07450	897		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1592777	1593673	-	WP_002518460.1	WP_002518460.1		bifunctional riboflavin kinase/FAD synthetase		23324689	PPA_RS07450	897	298	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1593825	1594832	-						2932722	PPA_RS07455	1008		old_locus_tag=PPA1475
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1593825	1594832	-	WP_002518361.1	WP_002518361.1		glycine/betaine ABC transporter substrate-binding protein		2932722	PPA_RS07455	1008	335	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1594875	1595741	-						2933220	PPA_RS07460	867		old_locus_tag=PPA1476
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1594875	1595741	-	WP_002516879.1	WP_002516879.1		glycine/betaine ABC transporter permease		2933220	PPA_RS07460	867	288	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1595747	1597066	-						2932486	PPA_RS07465	1320		old_locus_tag=PPA1477
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1595747	1597066	-	WP_002520228.1	WP_002520228.1		glycine betaine/L-proline ABC transporter ATP-binding protein		2932486	PPA_RS07465	1320	439	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1597386	1598273	-						2932302	PPA_RS07470	888		old_locus_tag=PPA1478
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1597386	1598273	-	WP_002518429.1	WP_002518429.1		tRNA pseudouridine(55) synthase TruB		2932302	PPA_RS07470	888	295	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1598326	1598673	-						2932966	PPA_RS07475	348		old_locus_tag=PPA1479
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1598326	1598673	-	WP_002519306.1	WP_002519306.1		cupin domain-containing protein		2932966	PPA_RS07475	348	115	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1598693	1598941	-						2932226	PPA_RS07480	249		old_locus_tag=PPA1480
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1598693	1598941	-	WP_002518434.1	WP_002518434.1		hypothetical protein		2932226	PPA_RS07480	249	82	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1599757	1601679	+						2932086	PPA_RS07485	1923		old_locus_tag=PPA1482
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1599757	1601679	+	WP_002518383.1	WP_002518383.1		HTH domain-containing protein		2932086	PPA_RS07485	1923	640	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1601676	1602182	+						2932042	PPA_RS07490	507		old_locus_tag=PPA1483
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1601676	1602182	+	WP_002519303.1	WP_002519303.1		sorbitol operon activator		2932042	PPA_RS07490	507	168	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1602266	1602844	+					srlA	2933171	PPA_RS07495	579		old_locus_tag=PPA1484
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1602266	1602844	+	WP_002518381.1	WP_002518381.1		PTS sorbitol transporter subunit IIC	srlA	2933171	PPA_RS07495	579	192	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1602846	1603895	+						2932958	PPA_RS07500	1050		old_locus_tag=PPA1485
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1602846	1603895	+	WP_002520230.1	WP_002520230.1		PTS sorbitol transporter subunit IIB		2932958	PPA_RS07500	1050	349	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1603923	1604291	+						2931165	PPA_RS07505	369		old_locus_tag=PPA1486
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1603923	1604291	+	WP_002514296.1	WP_002514296.1		PTS sorbitol transporter subunit IIA		2931165	PPA_RS07505	369	122	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1604288	1604587	+						2933080	PPA_RS07510	300		old_locus_tag=PPA1487
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1604288	1604587	+	WP_002516918.1	WP_002516918.1		PTS sugar transporter subunit IIA		2933080	PPA_RS07510	300	99	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1604590	1605963	+						2931926	PPA_RS07515	1374		old_locus_tag=PPA1488
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1604590	1605963	+	WP_002520231.1	WP_002520231.1		sn-glycerol-1-phosphate dehydrogenase		2931926	PPA_RS07515	1374	457	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1606027	1606458	-						2932040	PPA_RS07520	432		old_locus_tag=PPA1489
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1606027	1606458	-	WP_002516965.1	WP_002516965.1		ribosome-binding factor A		2932040	PPA_RS07520	432	143	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1606539	1607150	-						2931615	PPA_RS07525	612		old_locus_tag=PPA1490
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1606539	1607150	-	WP_002516886.1	WP_002516886.1		hypothetical protein		2931615	PPA_RS07525	612	203	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1607147	1608319	-						2931967	PPA_RS07530	1173		old_locus_tag=PPA1491
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1607147	1608319	-	WP_002531099.1	WP_002531099.1		hypothetical protein		2931967	PPA_RS07530	1173	390	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1608316	1609119	-						2931299	PPA_RS07535	804		old_locus_tag=PPA1492
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1608316	1609119	-	WP_002516968.1	WP_002516968.1		ABC transporter ATP-binding protein		2931299	PPA_RS07535	804	267	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1609095	1609616	-						30769397	PPA_RS12780	522		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1609095	1609616	-	WP_008600353.1	WP_008600353.1		hypothetical protein		30769397	PPA_RS12780	522	173	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1609785	1612679	-						2931981	PPA_RS07540	2895		old_locus_tag=PPA1493
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1609785	1612679	-	WP_002516995.1	WP_002516995.1		translation initiation factor IF-2		2931981	PPA_RS07540	2895	964	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1612733	1612927	-						30769398	PPA_RS12785	195		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1612733	1612927	-	WP_002531098.1	WP_002531098.1		hypothetical protein		30769398	PPA_RS12785	195	64	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1612900	1613148	-						30769399	PPA_RS12790	249		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1612900	1613148	-	WP_002517020.1	WP_002517020.1		DUF448 domain-containing protein		30769399	PPA_RS12790	249	82	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1613228	1614199	-						2933050	PPA_RS07545	972		old_locus_tag=PPA1494
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1613228	1614199	-	WP_002516957.1	WP_002516957.1		transcription termination/antitermination protein NusA		2933050	PPA_RS07545	972	323	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1614201	1614737	-						2931380	PPA_RS07550	537		old_locus_tag=PPA1495
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1614201	1614737	-	WP_002517033.1	WP_002517033.1		ribosome maturation factor		2931380	PPA_RS07550	537	178	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1614866	1615828	+						2933049	PPA_RS07555	963		old_locus_tag=PPA1496
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1614866	1615828	+	WP_002516936.1	WP_002516936.1		hypothetical protein		2933049	PPA_RS07555	963	320	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1615859	1616626	-						2931143	PPA_RS07560	768		old_locus_tag=PPA1497
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1615859	1616626	-	WP_002516943.1	WP_002516943.1		membrane protein		2931143	PPA_RS07560	768	255	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1616712	1618466	-						2933045	PPA_RS07565	1755		old_locus_tag=PPA1498
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1616712	1618466	-	WP_002520235.1	WP_002520235.1		TIGR03767 family metallophosphoesterase		2933045	PPA_RS07565	1755	584	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1618624	1620369	-						2933044	PPA_RS07570	1746		old_locus_tag=PPA1499
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1618624	1620369	-	WP_002519296.1	WP_002519296.1		proline--tRNA ligase		2933044	PPA_RS07570	1746	581	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1620551	1623193	+						2933077	PPA_RS07575	2643		old_locus_tag=PPA1500
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1620551	1623193	+	WP_002518465.1	WP_002518465.1		ABC transporter permease		2933077	PPA_RS07575	2643	880	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1623190	1624713	+						2931938	PPA_RS07580	1524		old_locus_tag=PPA1501
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1623190	1624713	+	WP_002516883.1	WP_002516883.1		anchored repeat ABC transporter, substrate-binding protein		2931938	PPA_RS07580	1524	507	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1624710	1625744	+						2931987	PPA_RS07585	1035		old_locus_tag=PPA1502
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1624710	1625744	+	WP_002520238.1	WP_002520238.1		hypothetical protein		2931987	PPA_RS07585	1035	344	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1625741	1626499	+						2931129	PPA_RS07590	759		old_locus_tag=PPA1503
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1625741	1626499	+	WP_002517012.1	WP_002517012.1		anchored repeat-type ABC transporter ATP-binding subunit		2931129	PPA_RS07590	759	252	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1626512	1627450	+						2931946	PPA_RS07595	939		old_locus_tag=PPA1504
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1626512	1627450	+	WP_002536651.1	WP_002536651.1		anchored repeat-type ABC transporter permease subunit		2931946	PPA_RS07595	939	312	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1627444	1628289	-						2932705	PPA_RS07600	846		old_locus_tag=PPA1505
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1627444	1628289	-	WP_002516919.1	WP_002516919.1		DUF4081 domain-containing protein		2932705	PPA_RS07600	846	281	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1628291	1629433	-						2932950	PPA_RS07605	1143		old_locus_tag=PPA1506
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1628291	1629433	-	WP_011183869.1	WP_011183869.1		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)		2932950	PPA_RS07605	1143	380	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1629620	1630339	-						2932951	PPA_RS07610	720		old_locus_tag=PPA1507
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1629620	1630339	-	WP_002516981.1	WP_002516981.1		transcriptional regulator		2932951	PPA_RS07610	720	239	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1630453	1630953	-						2931142	PPA_RS07615	501		old_locus_tag=PPA1508
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1630453	1630953	-	WP_002518447.1	WP_002518447.1		nuclease		2931142	PPA_RS07615	501	166	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1631256	1632536	-						2933207	PPA_RS07620	1281		old_locus_tag=PPA1509
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1631256	1632536	-	WP_002531093.1	WP_002531093.1		PDZ domain-containing protein		2933207	PPA_RS07620	1281	426	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1632533	1633756	-						2932365	PPA_RS07625	1224		old_locus_tag=PPA1510
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1632533	1633756	-	WP_002518367.1	WP_002518367.1		1-deoxy-D-xylulose-5-phosphate reductoisomerase		2932365	PPA_RS07625	1224	407	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1633844	1635217	+						2932324	PPA_RS07630	1374		old_locus_tag=PPA1511
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1633844	1635217	+	WP_002517003.1	WP_002517003.1		6-aminohexanoate-dimer hydrolase		2932324	PPA_RS07630	1374	457	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1635214	1636305	+						2932314	PPA_RS07635	1092		old_locus_tag=PPA1512
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1635214	1636305	+	WP_002520241.1	WP_002520241.1		lysine decarboxylase		2932314	PPA_RS07635	1092	363	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1636283	1637620	-						2932215	PPA_RS07640	1338		old_locus_tag=PPA1513
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1636283	1637620	-	WP_002518380.1	WP_002518380.1		NADP-specific glutamate dehydrogenase		2932215	PPA_RS07640	1338	445	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1637705	1638922	-						2933127	PPA_RS07645	1218		old_locus_tag=PPA1514
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1637705	1638922	-	WP_002519293.1	WP_002519293.1		23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN		2933127	PPA_RS07645	1218	405	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1638995	1639645	-						2933128	PPA_RS07650	651		old_locus_tag=PPA1515
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1638995	1639645	-	WP_002517001.1	WP_002517001.1		disulfide bond formation protein B		2933128	PPA_RS07650	651	216	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1639896	1640759	-						2932013	PPA_RS07660	864		old_locus_tag=PPA1517
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1639896	1640759	-	WP_002516978.1	WP_002516978.1		phosphatidate cytidylyltransferase		2932013	PPA_RS07660	864	287	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1640771	1641325	-						2931040	PPA_RS07665	555		old_locus_tag=PPA1518
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1640771	1641325	-	WP_002516897.1	WP_002516897.1		ribosome-recycling factor		2931040	PPA_RS07665	555	184	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1641358	1642074	-						2931577	PPA_RS07670	717		old_locus_tag=PPA1519
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1641358	1642074	-	WP_002519292.1	WP_002519292.1		UMP kinase		2931577	PPA_RS07670	717	238	
gene	pseudogene	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1642104	1642241	+						30769400	PPA_RS12795	138		partial;pseudo
CDS	without_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1642104	1642241	+				limonene-1,2-epoxide hydrolase		30769400	PPA_RS12795	138		partial;pseudo
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1642256	1643068	-						2931532	PPA_RS07675	813		old_locus_tag=PPA1520
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1642256	1643068	-	WP_002517028.1	WP_002517028.1		elongation factor Ts		2931532	PPA_RS07675	813	270	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1643103	1643954	-						2930963	PPA_RS07680	852		old_locus_tag=PPA1521
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1643103	1643954	-	WP_002516927.1	WP_002516927.1		30S ribosomal protein S2		2930963	PPA_RS07680	852	283	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1644039	1644224	-						30769401	PPA_RS12800	186		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1644039	1644224	-	WP_032501427.1	WP_032501427.1		hypothetical protein		30769401	PPA_RS12800	186	61	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1644242	1645189	+						2930985	PPA_RS07685	948		old_locus_tag=PPA1522
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1644242	1645189	+	WP_002524785.1	WP_002524785.1		tyrosine recombinase XerC		2930985	PPA_RS07685	948	315	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1645109	1645867	-						2930986	PPA_RS07690	759		old_locus_tag=PPA1523
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1645109	1645867	-	WP_002519289.1	WP_002519289.1		M23 family peptidase		2930986	PPA_RS07690	759	252	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1646015	1647097	+						2931582	PPA_RS07695	1083		old_locus_tag=PPA1524
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1646015	1647097	+	WP_009640297.1	WP_009640297.1		lactonase family protein		2931582	PPA_RS07695	1083	360	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1647164	1647766	+						2931880	PPA_RS07700	603		old_locus_tag=PPA1525
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1647164	1647766	+	WP_002516961.1	WP_002516961.1		peptide deformylase		2931880	PPA_RS07700	603	200	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1647773	1648582	-						2931805	PPA_RS07705	810		old_locus_tag=PPA1526
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1647773	1648582	-	WP_002518377.1	WP_002518377.1		RNA methyltransferase		2931805	PPA_RS07705	810	269	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1648615	1649601	+						2931776	PPA_RS07710	987		old_locus_tag=PPA1527
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1648615	1649601	+	WP_002531090.1	WP_002531090.1		bile acid:sodium symporter		2931776	PPA_RS07710	987	328	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1649799	1650722	-						2931351	PPA_RS07715	924		old_locus_tag=PPA1528
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1649799	1650722	-	WP_002531089.1	WP_002531089.1		SPFH/Band 7/PHB domain protein		2931351	PPA_RS07715	924	307	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1650709	1650966	-						30769402	PPA_RS12805	258		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1650709	1650966	-	WP_002531088.1	WP_002531088.1		hypothetical protein		30769402	PPA_RS12805	258	85	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1651047	1651514	-						2931270	PPA_RS07720	468		old_locus_tag=PPA1529
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1651047	1651514	-	WP_002516971.1	WP_002516971.1		NfeD family protein		2931270	PPA_RS07720	468	155	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1651541	1652326	-						2931979	PPA_RS07725	786		old_locus_tag=PPA1530
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1651541	1652326	-	WP_002516984.1	WP_002516984.1		ABC transporter ATP-binding protein		2931979	PPA_RS07725	786	261	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1652440	1653174	+						2931980	PPA_RS07730	735		old_locus_tag=PPA1531
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1652440	1653174	+	WP_002524789.1	WP_002524789.1		hypothetical protein		2931980	PPA_RS07730	735	244	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1653180	1653953	-						2931973	PPA_RS07735	774		old_locus_tag=PPA1532
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1653180	1653953	-	WP_002516999.1	WP_002516999.1		enoyl-[acyl-carrier-protein] reductase FabI		2931973	PPA_RS07735	774	257	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1653994	1654713	-						2931965	PPA_RS07740	720		old_locus_tag=PPA1533
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1653994	1654713	-	WP_002517002.1	WP_002517002.1		3-oxoacyl-ACP reductase FabG		2931965	PPA_RS07740	720	239	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1654792	1655136	+						30769403	PPA_RS12810	345		old_locus_tag=PPA1534
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1654792	1655136	+	WP_011183873.1	WP_011183873.1		DUF3099 domain-containing protein		30769403	PPA_RS12810	345	114	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1655245	1656045	+						2931936	PPA_RS07750	801		old_locus_tag=PPA1535
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1655245	1656045	+	WP_032496549.1	WP_032496549.1		SURF1 family protein		2931936	PPA_RS07750	801	266	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1656192	1656863	+						2931921	PPA_RS07755	672		old_locus_tag=PPA1536
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1656192	1656863	+	WP_002519286.1	WP_002519286.1		methyltransferase domain-containing protein		2931921	PPA_RS07755	672	223	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1656892	1657446	-						2933016	PPA_RS07760	555		old_locus_tag=PPA1537
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1656892	1657446	-	WP_002519285.1	WP_002519285.1		hypothetical protein		2933016	PPA_RS07760	555	184	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1657516	1659114	-						2931203	PPA_RS07765	1599		old_locus_tag=PPA1538
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1657516	1659114	-	WP_002516881.1	WP_002516881.1		ABC transporter ATP-binding protein		2931203	PPA_RS07765	1599	532	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1659173	1659673	-						2931204	PPA_RS07770	501		old_locus_tag=PPA1539
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1659173	1659673	-	WP_002531086.1	WP_002531086.1		GNAT family N-acetyltransferase		2931204	PPA_RS07770	501	166	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	1659692	1660051	+						23324691	PPA_RS07775	360		
